Date,Bullish,Neutral,Bearish,Total,8-week,Spread,SPYHighWk,SPYLowWK,SPYCloseWK
6/15/2023,45.18%,32.12%,22.70%,100%,30.83%,22.50%,"4,391.82","4,337.95","4,372.59"
6/22/2023,42.86%,29.39%,27.76%,100%,33.17%,15.10%,"4,386.22","4,360.14","4,365.69"
6/29/2023,41.93%,30.60%,27.47%,100%,35.40%,14.50%,"4,367.48","4,360.22","4,376.86"
7/6/2023,46.39%,29.12%,24.48%,100%,37.53%,21.90%,"4,454.06","4,436.61","4,446.82"
7/13/2023,41.00%,33.14%,25.87%,100%,39.79%,15.10%,"4,488.34","4,463.23","4,472.16"
7/20/2023,51.36%,27.15%,21.49%,100%,42.79%,29.90%,"4,578.43","4,489.36","4,565.72"
7/27/2023,44.91%,30.98%,24.12%,100%,44.77%,20.80%,"4,582.47","4,527.56","4,566.75"
8/3/2023,48.98%,29.70%,21.32%,100%,45.33%,27.70%,"4,607.07","4,505.75","4,513.39"
8/10/2023,44.70%,29.80%,25.50%,100%,45.27%,19.20%,"4,540.34","4,461.33","4,467.71"
8/17/2023,35.89%,33.97%,30.14%,100%,44.39%,5.80%,"4,527.37","4,403.55","4,404.33"
8/24/2023,32.27%,31.81%,35.93%,100%,43.19%,-3.70%,"4,443.18","4,335.31","4,436.01"
8/31/2023,33.09%,32.37%,34.53%,100%,41.52%,-1.40%,"4,521.65","4,356.29","4,514.87"
9/7/2023,42.19%,28.22%,29.59%,100%,41.67%,12.60%,"4,514.29","4,442.38","4,465.48"
9/14/2023,34.42%,36.36%,29.22%,100%,39.56%,5.20%,"4,490.77","4,430.46","4,467.44"
9/21/2023,31.30%,34.10%,34.61%,100%,38.64%,-3.30%,"4,511.99","4,401.38","4,402.20"
9/28/2023,27.79%,31.27%,40.94%,100%,36.74%,-13.20%,"4,375.70","4,238.63","4,274.51"
